Variable                            Units           Mean                           Max                            Min
============================================================================================================================================
surface_air_pressure                hPa             -0.26784741944252666           406.9654530084208              -73.4658940258845
air_temperature                     degK            -0.02040117378966458           6.943223079163175              -10.71739698440112
eastward_wind                       m s^-1          -0.047928527508193694          37.363022318572405             -42.11010547570783
northward_wind                      m s^-1          0.8643630090444481             39.36170949278192              -55.54582522893382
divergence_of_wind                  s^-1            8.62172385443764e-07           0.00024923689523322973         -0.0002046056364264342
atmosphere_relative_vorticity       s^-1            1.0656383141945296e-07         0.0002483139600647635          -0.00018202127581578933
surface_geopotential                m^2 s^-2        0.0                            0.0                            0.0
specific_humidity                   kg/kg           -2.5997765497790657e-07        0.0037180727458599235          -0.004172061908411342
